2020-09-16,https://t.me/minsk_new,Минск: какой народец - такой и городишко,11879,53.8847604,27.452943,https://cdn4.telesco.pe/file/FXg9THBVcUgL80qwTgG52WvdYxHxEYuXw9NAumszFCCHD93LU6sH9o7WphvGWN6P8j4thIehjA32fD31ALBOf7z97Ako3Eb95gF8dN4PPCiyzTa8usLQ1yPCTae-uCU1ZR_SRmaTf1Fq-A75sJB_LVQJEw9RHu-k_UH2oELWzg-BsNIIj7dktkvq59cSympR2zo_Oih-qwZlxDpc86SZGQ9I1R_bgB74rt9CgNvVwvLhx8lUoIimZJCcT8aaIU-PKE7hDYZaz77GssDwAFBmdm2qnx7Z4NDg7STUSP58cnCRx4vxxZGqIUzefFLHsS3J6QgwhVHfs6tjnRqV6sVBrg.jpg
2020-09-16,https://t.me/AvaZapaFili,Ава-Запа-Філі,88,53.908072,27.629472,/default.jpg
2020-09-16,https://t.me/joinchat/EkC7s05ZiDGr7BwBBRSs7A,Восточка,228,53.871831,27.657824,https://cdn4.telesco.pe/file/ZVAg8gbQQV4UOsQgtFyoprQaVQbnlmEqsjnHQN2TMnK86K-7jOzrhlthLNgkVaD6kUlYjhH2B1TEcs3IIEU3ux3fNbRw_HV-8AnT0frvQ5PuYUz8uVIg5KAuY8WeI2k0CeKzo9DW8Vj1yt842oPb1RDz8mNdoFN0lEJlyyAhGCc8LXUgeR22MlsZcfvZm6ZCGlupzcP1QAk05q31Quhra20BtvPvEba-mclUMu-GpEkngSk62hlpWYbQrhMcY7h527bTJlnhRxti0MFRqSYzNzD7R8y5O48xtFznIWSBLqkBQQnK3ffaSKWeRyCY8t0irDrlI71Qq5s7TNy_FtAM5w.jpg
2020-09-16,https://t.me/akademia_minsk,Академия Наук - чат района,278,53.921657,27.599763,https://cdn1.telesco.pe/file/eTw1O6SOTDI8KUKLhdGbxBCLHHAu4pm0MeYyHwJlKTHCLzEh3f6YAhBhnEYzYYDvxXrIehjYMKRZaiblicdwZ3EONFUj2r-qwsnlW9HLMrhWYl4-IgKeR4hqQqDpFR4jMHTGSOnKnCN21RwvhNrotsrhwHs78I1ngDZxVor10QkX3picaIrfLj-3PC-MUuDEU2R8D-_Snx6Q-pqsiSrSa7ycFeL4u_JFY4fwlxSc49QZh7NZnlLfPHeeXWr4SmFfMD0SmE-_N_XWg3Jpb8wdZenqLd8Lk9XgYZ_RXK_FDehO_ZR8IMXdbjb0flLDYKbXcSFxws4ovlRb8ixxBnqd6w.jpg
2020-09-16,https://t.me/dombrovka5,Домбровка-5 — чат квартала,658,53.92361,27.451717,https://cdn4.telesco.pe/file/ecGIzxCkhgJo-P86G1DVmqs-MHFZUXTB2wovt4rHi2CFYJsT1N4WJiWJWIZkmNJI_-x8Z2UI3jkDfZ7bojdVuSdb36Gpxjobx4x8MSiYfl4zxyhliJ1pk9UI3_7WwZ666U_6-86iBzyhdNRlkriDIHCiKsY1qGC16Si04sGtUn01OIp15n8hHk1XG6djkpgW-fz-ZJCPWKGhVomMszWgvY1CYhO6uFFXwTMvwQ2KMXQbmNabfhObIQoQML_BOVRO28rOT5V7YG8sxwJrd7_FEVSQXyOs3HH4UffPKR6d2E_zdldY-wu8DVypAZ8DrjPzBdSU2BWlezNq9n3r8RIPmw.jpg
2020-09-16,https://t.me/joinchat/FhvHp01myruEe52B8Rz8MA,,0,53.885761,27.685457,/default.jpg
2020-09-16,https://t.me/zavodskoy_97,Заводской 97%,6752,53.8489,27.675416,https://cdn4.telesco.pe/file/rQ-dCb_Sv_JLsUgfTSYq39ggAcRXE7_mV38CkyIbUXoY3RUo2yvq7cS-4AamsOsCpufbqGLT5-2lgMzAApUchUOymoZx_LNJ6jnOGp-arVczQaJZ001WhdLUEL0WfyPNgFYp2aX4Xk7pwEzS5pZ4QqOv1z6Cvqbe0oS6RYE1gfQsojB-QGv0bEpluYZmCOCZT_DxnV_u6JW7B8GdU4rdc5leKkI6YGtLnZCsdE2bh8_sxLBNvHBzqewCDFCo8KJt2_QWdOZVtT0_mhuS31quNEDtXva2SBJdxHxu5_HuGyyP8msjrnCKVorpptJAY7hkKn_Bgz1XN1WHflJRmvcSBA.jpg
2020-09-16,https://t.me/joinchat/FhyP0UpsWV8TMBHtNQp-yA,Коласа-Восточная-Белинского-Мележа,665,53.935546,27.601492,https://cdn4.telesco.pe/file/G0XfbQ6XEP8jzvMIN2DiBV8w5mr8wEHZlrOXJ4dliim7R9zdhH6uaKPUTmeweY7-Jht0-YDcn-K2-HLj0zqSgtEmUOOID0sKy7sT0boUkptPPqn-qxziB4Z9vd104pJz85zTfl7cF5UHuVFtnpK6ADlnNgFujXpMmhiwkfgRcpcpyCq6V2MGcV4PUqgYpyoQJFf0KWkX1m6LjCHiQUExESBi7g7OS4AgkcAsAM1Ypggo27tvXhFlzGMx2v21aiHCMlkae6Lz_uFiW4iX0LCvNYunU1rzCKyPpBT2FkgNYRgLtvP5Ave_8I2JCs8EHXefDi0Hs602qaq2FescDtGW3g.jpg
2020-09-16,https://t.me/berezovka97brest,Berezovka97brest,424,52.119714,23.711329,https://cdn4.telesco.pe/file/UKL5hnF7aX_thtA6ttfkfMZh6oAMfuR9u8gKWxINL1Mqsnp3klCMreusqsBtY_WaFt7hnsujyDEd6pl8rhyRyuykXyVGkkubkVLO1ucM0B_fELmWFTmtoaTgEWRqa-i1Hlasq_h3ePXh8zAV2SM743b91y0H-XzP9I9t6263y0egAWrHRQNgoY39NdWNm-QG07yC0-owSDfiDeI97ytLGydNKY-V-zGBWz9W1MZ_Rp19r9VA6aGbJeFLnId213Kk4tg1g4GjvQuGpAX5glh0lQzLcODALPN0NLnsAw1C0Nn5ZaPthkfoekp7X12TBUCrWgIuL1zgIXYytxtrTTLhjg.jpg
2020-09-16,https://t.me/brilevichi,Брилевичи 97%,1644,53.847889,27.48268,https://cdn4.telesco.pe/file/is7AZ1nLimT9bXJQC90j8SHsETWd09CGl5ctEwqTyYfg1q_WS7zo52Tmy9RwpBtt-gUN2K-wW3KkJiP7n41vNzruuOkAY-J639dqoqXOHPwzzJG-O0W6BqyoSOHZNMYxJXDc8ziqgfg2GXA2AOIKw09FTOI2ZokHpQmW5LDGhsIe1UY2jBB6lpoamgfrAQieVN1Bvla_yLWzGv7oMGjjEBhnCHSnz-9DCixZsu45loKnexiXVrgl47vHASTqk8wPrpL1GV5CdWeFXjTWCE42KtMcKyOWEJn7rivjhMzjoMf_c90iGj8MsoD6OozZ9IlfRZmIa1qaByXC-JxyO1xg8g.jpg
